Date,Rot,VH,Team,1st,2nd,3rd,Final,Open,Close,PuckLine
1010,60,H,Carolina,0,2,1,3,5o25,5o20,+1.5(-325)
1010,61,V,Philadelphia,0,1,0,1,5.5u35,5.5u60,+1.5(-280)
1010,62,H,Florida,4,1,2,7,-130,-120,-1.5(+230)
1010,63,V,NewJersey,2,0,1,3,5o20,5o15,+1.5(-145)
1010,64,H,Washington,2,0,3,5,-200,-260,-1.5(+125)
1010,65,V,Columbus,0,0,2,2,5o35,5o45,+1.5(-210)
1010,66,H,NYRangers,3,1,1,5,-160,-165,-1.5(+180)
1010,67,V,St.Louis,0,1,1,2,5o30,5o30,+1.5(-280)
1010,68,H,Minnesota,1,2,0,3,-130,-130,-1.5(+230)
1010,69,V,NYIslanders,0,0,1,1,5o30,5.5u15,+1.5(-240)
1010,70,H,Chicago,1,2,1,4,-170,-145,-1.5(+200)
1010,71,V,Dallas,2,1,0,3,5.5,-112,-1.5(+250)
1010,72,H,Colorado,1,2,3,6,-115,5.5u15,+1.5(-310)
1010,73,V,Pittsburgh,0,1,0,1,-193,-200,-1.5(+155)
1010,74,H,Arizona,0,2,0,2,5.5u35,5.5u35,+1.5(-175)
1010,75,V,Calgary,1,0,1,3,5.5u30,5.5u30,+1.5(-235)
1010,76,H,Vancouver,0,2,0,2,-145,-145,-1.5(+195)
1010,77,V,Anaheim,0,0,0,0,5.5u30,5.5u30,+1.5(-280)
1010,78,H,SanJose,0,1,1,2,-115,-130,-1.5(+230)
1011,1,V,Montreal,2,0,1,3,5o30,5.5u20,+1.5(-290)
1011,2,H,Ottawa,0,1,0,1,-120,-115,-1.5(+230)
1012,51,V,Winnipeg,0,1,1,2,5.5u20,5.5o15,+1.5(-265)
1012,52,H,NYIslanders,1,2,1,4,-135,-125,-1.5(+215)
1012,53,V,TampaBay,2,2,2,6,-140,-145,-1.5(+205)
1012,54,H,Boston,2,1,0,3,5.5u35,5,+1.5(-245)
1012,55,V,Columbus,0,0,2,2,-170,-162,-1.5(+190)
1012,56,H,Buffalo,0,1,3,4,5.5u20,5.5u25,+1.5(-230)
1012,57,V,Florida,0,0,0,0,5.5u25,5.5u30,+1.5(-305)
1012,58,H,Philadelphia,1,0,0,1,-130,-113,-1.5(+245)
1012,59,V,Vancouver,0,1,0,2,5.5u25,5.5u40,+1.5(-185)
1012,60,H,Anaheim,0,1,0,1,-165,-165,-1.5(+165)
1013,1,V,Florida,1,0,3,4,5o25,5o45,+1.5(-235)
1013,2,H,Carolina,0,1,0,1,-115,-160,-1.5(+195)
1013,3,V,SanJose,1,2,2,5,5.5u25,-125,-1.5(+260)
1013,4,H,Washington,0,0,0,0,-140,5o15,+1.5(-325)
1013,5,V,Montreal,1,1,1,3,5o20,5u15,+1.5(-270)
1013,6,H,Pittsburgh,0,2,0,2,-140,-132,-1.5(+220)
1013,7,V,Winnipeg,1,1,2,4,5.5u35,5.5u35,+1.5(-180)
1013,8,H,NYRangers,1,0,0,1,-175,-180,-1.5(+160)
1013,9,V,Nashville,1,0,2,3,-135,-172,-1.5(+175)
1013,10,H,NewJersey,0,0,1,1,5u20,5,+1.5(-205)
1013,11,V,TampaBay,0,0,1,1,5.5u30,-107,+1.5(-325)
1013,12,H,Detroit,0,1,2,3,-130,5o30,-1.5(+260)
1013,13,V,Edmonton,0,2,0,2,5.5,5.5o20,+1.5(-177)
1013,14,H,Dallas,1,1,2,4,-165,-180,-1.5(+157)
1013,15,V,St.Louis,1,3,0,4,-125,-140,-1.5(+210)
1013,16,H,Calgary,2,0,1,3,5o25,5,+1.5(-250)
1013,17,V,Vancouver,0,2,1,3,5o20,5o30,+1.5(-177)
1013,18,H,LosAngeles,0,0,0,0,-185,-170,-1.5(+157)
1014,51,V,Ottawa,1,3,3,7,5.5u15,5.5u20,+1.5(-300)
1014,52,H,Columbus,2,1,0,3,-140,-113,-1.5(+240)
1014,53,V,Chicago,0,0,0,0,-145,-142,-1.5(+200)
1014,54,H,Philadelphia,0,2,1,3,5.5u40,5.5u35,+1.5(-240)
1014,55,V,Boston,2,3,1,6,5o20,5.5u35,+1.5(-210)
1014,56,H,Colorado,0,1,1,2,-145,-155,-1.5(+180)
1014,57,V,Arizona,3,1,0,4,5.5u40,5o40,+1.5(-160)
1014,58,H,Anaheim,0,0,0,0,-235,-210,-1.5(+140)
1015,1,V,Nashville,1,1,1,3,5.5u25,5.5u35,+1.5(-290)
1015,2,H,NYIslanders,0,2,2,4,-125,-113,-1.5(+230)
1015,3,V,Ottawa,0,0,0,0,5.5u35,5.5u40,+1.5(-185)
1015,4,H,Pittsburgh,0,2,0,2,-170,-176,-1.5(+165)
1015,5,V,Chicago,0,0,1,1,5.5,5o45,+1.5(-285)
1015,6,H,Washington,1,1,2,4,-135,-115,-1.5(+235)
1015,7,V,Buffalo,0,1,1,2,5.5u40,5.5u40,+1.5(-175)
1015,8,H,Florida,2,0,1,3,-200,-200,-1.5(+155)
1015,9,V,Dallas,2,2,1,5,5.5o25,5.5,+1.5(-210)
1015,10,H,TampaBay,1,0,2,3,-175,-162,-1.5(+180)
1015,11,V,NYRangers,0,0,0,0,5u20,5u25,+1.5(-290)
1015,12,H,Montreal,0,1,2,3,-130,-117,-1.5(+230)
1015,13,V,St.Louis,1,1,2,4,-140,-140,-1.5(+200)
1015,14,H,Edmonton,1,0,1,2,5.5u35,5o35,+1.5(-240)
1015,15,V,Minnesota,2,2,0,4,-165,-160,-1.5(+190)
1015,16,H,Arizona,0,2,1,3,5o30,5o35,+1.5(-220)
1016,51,V,Toronto,0,3,3,6,5.5o25,5.5o15,+1.5(-210)
1016,52,H,Columbus,1,1,1,3,-185,-155,-1.5(+180)
1016,53,V,SanJose,1,0,0,2,-160,-155,-1.5(+190)
1016,54,H,NewJersey,0,0,1,1,5u15,5u25,+1.5(-230)
1016,55,V,Carolina,1,2,2,5,5o20,5o20,+1.5(-197)
1016,56,H,Detroit,0,2,1,3,-185,-170,-1.5(+168)
1016,57,V,Calgary,1,0,0,1,5.5u25,5.5u15,+1.5(-235)
1016,58,H,Winnipeg,0,1,2,3,-160,-145,-1.5(+195)
1016,59,V,Colorado,1,1,1,3,5.5u20,5.5u40,+1.5(-165)
1016,60,H,Anaheim,0,0,0,0,-180,-205,-1.5(+145)
1016,61,V,St.Louis,1,2,1,4,5u15,5o25,+1.5(-260)
1016,62,H,Vancouver,0,1,2,3,-115,-130,-1.5(+210)
1016,63,V,Minnesota,0,0,1,1,5o15,5o30,+1.5(-230)
1016,64,H,LosAngeles,0,1,0,2,-165,-140,-1.5(+190)
1017,1,V,Detroit,0,1,0,1,5,5u20,+1.5(-180)
1017,2,H,Montreal,0,1,3,4,-160,-185,-1.5(+160)
1017,3,V,Carolina,0,0,1,1,5.5u40,5o30,+1.5(-160)
1017,4,H,Washington,1,0,3,4,-219,-205,-1.5(+140)
1017,5,V,Nashville,1,1,1,4,5o30,-114,-1.5(+255)
1017,6,H,Ottawa,0,2,1,3,-119,5o45,+1.5(-320)
1017,7,V,Toronto,1,0,0,1,5.5u15,5.5u45,+1.5(-130)
1017,8,H,Pittsburgh,2,0,0,2,-250,-250,-1.5(+110)
1017,9,V,Buffalo,1,0,0,1,5.5u20,5.5u30,+1.5(-120)
1017,10,H,TampaBay,0,1,1,2,-289,-285,-1.5(+100)
1017,11,V,Dallas,0,1,3,4,-111,5.5,+1.5(-275)
1017,12,H,Florida,0,2,0,2,5.5,-120,-1.5(+225)
1017,13,V,SanJose,1,2,0,3,5.5u15,5.5u15,+1.5(-200)
1017,14,H,NYIslanders,0,3,3,6,-135,-165,-1.5(+170)
1017,15,V,Columbus,0,0,1,1,5.5u25,5.5u15,+1.5(-135)
1017,16,H,Chicago,0,2,2,4,-199,-260,-1.5(+115)
1017,17,V,Boston,0,2,3,5,5o20,-125,-1.5(+235)
1017,18,H,Arizona,1,0,2,3,-107,5o25,+1.5(-285)
1017,19,V,Edmonton,1,1,3,5,5.5u30,5.5u50,+1.5(-235)
1017,20,H,Calgary,0,1,1,2,-150,-140,-1.5(+195)
1018,51,V,NewJersey,0,1,0,2,5u15,5u35,+1.5(-155)
1018,52,H,NYRangers,1,0,0,1,-240,-225,-1.5(+135)
1018,53,V,St.Louis,0,2,2,4,-115,5.5u45,+1.5(-280)
1018,54,H,Winnipeg,0,2,0,2,5o30,-125,-1.5(+230)
1018,55,V,Minnesota,1,0,0,1,5o25,5o35,+1.5(-290)
1018,56,H,Anaheim,2,0,2,4,-135,-115,-1.5(+230)
1018,57,V,Edmonton,1,0,0,2,5.5u25,5.5u25,+1.5(-160)
1018,58,H,Vancouver,1,0,0,1,-185,-210,-1.5(+140)
1018,59,V,Colorado,0,1,0,1,5,5o30,+1.5(-180)
1018,60,H,LosAngeles,1,1,0,2,-185,-185,-1.5(+160)
1019,1,V,SanJose,0,0,0,0,5o15,-117,-1.5(+255)
1019,2,H,NYRangers,1,1,2,4,-145,5o40,+1.5(-320)
1020,51,V,NYIslanders,1,0,3,4,-130,-143,-1.5(+193)
1020,52,H,Columbus,0,0,0,0,5.5o30,5.5o40,+1.5(-233)
1020,53,V,Florida,0,0,2,2,5o20,5o25,+1.5(-210)
1020,54,H,Pittsburgh,1,0,1,3,-175,-150,-1.5(+180)
1020,55,V,Arizona,0,0,2,2,5,5u35,+1.5(-310)
1020,56,H,NewJersey,0,1,1,3,-135,-116,-1.5(+250)
1020,57,V,Dallas,1,1,0,2,-115,-115,-1.5(+255)
1020,58,H,Philadelphia,0,0,1,1,5.5o15,5.5o20,+1.5(-320)
1020,59,V,St.Louis,0,0,0,0,5,5u15,+1.5(-230)
1020,60,H,Montreal,1,1,1,3,-140,-150,-1.5(+190)
1020,61,V,TampaBay,0,3,1,4,5o40,5,+1.5(-315)
1020,62,H,Nashville,1,2,1,5,-140,-120,-1.5(+250)
1020,63,V,Washington,1,3,2,6,-125,-142,-1.5(+210)
1020,64,H,Calgary,1,0,1,2,5.5u25,5.5u30,+1.5(-260)
1021,1,V,Toronto,1,0,0,1,5.5,5.5u30,+1.5(-290)
1021,2,H,Buffalo,0,0,1,2,-106,-115,-1.5(+230)
1021,3,V,Philadelphia,2,0,2,5,5,5o35,+1.5(-200)
1021,4,H,Boston,2,2,0,4,-145,-165,-1.5(+170)
1021,5,V,Detroit,0,0,1,1,5o45,-122,-1.5(+230)
1021,6,H,Edmonton,1,2,0,3,-120,5.5u40,+1.5(-280)
1021,7,V,Carolina,0,0,0,1,5.5u30,5.5u30,+1.5(-263)
1021,8,H,Colorado,0,0,0,0,-155,-134,-1.5(+213)
1022,51,V,Arizona,1,0,0,1,5o20,5,+1.5(-160)
1022,52,H,NYRangers,0,1,3,4,-230,-215,-1.5(+140)
1022,53,V,Dallas,2,2,0,4,5.5o05,5.5u30,+1.5(-260)
1022,54,H,Pittsburgh,0,1,0,1,-135,-127,-1.5(+210)
1022,55,V,NewJersey,2,0,2,5,5,5u20,+1.5(-230)
1022,56,H,Ottawa,1,1,2,4,-180,-160,-1.5(+190)
1022,57,V,Columbus,2,0,0,2,5.5u20,5.5u35,+1.5(-196)
1022,58,H,Minnesota,1,2,0,3,-200,-175,-1.5(+167)
1022,59,V,Anaheim,0,0,1,1,5o30,5.5u40,+1.5(-230)
1022,60,H,Nashville,0,3,2,5,-140,-150,-1.5(+190)
1022,61,V,Florida,1,0,1,2,5o25,5o25,+1.5(-215)
1022,62,H,Chicago,1,1,1,3,-185,-155,-1.5(+185)
1022,63,V,Washington,1,0,2,3,5.5u30,5o40,-1.5(+240)
1022,64,H,Vancouver,0,2,0,2,-115,-105,+1.5(-300)
1022,65,V,LosAngeles,2,1,1,4,5,5o20,+1.5(-300)
1022,66,H,SanJose,0,1,0,1,-120,-116,-1.5(+240)
1023,1,V,Montreal,1,3,3,7,-185,-149,-1.5(+190)
1023,2,H,Buffalo,0,2,0,2,5o30,5o30,+1.5(-230)
1023,3,V,Boston,1,2,2,5,5.5u20,5.5o25,+1.5(-200)
1023,4,H,NYIslanders,2,0,1,3,-160,-178,-1.5(+170)
1023,5,V,TampaBay,1,2,0,4,-105,-104,+1.5(-300)
1023,6,H,Winnipeg,1,1,1,3,5.5u20,5.5u30,-1.5(+240)
1023,7,V,Washington,3,3,1,7,-115,-117,-1.5(+240)
1023,8,H,Edmonton,2,2,0,4,5.5u20,5.5u15,+1.5(-300)
1023,9,V,Detroit,2,0,0,2,5.5u25,-112,-1.5(+240)
1023,10,H,Calgary,1,0,1,3,-115,5.5u40,+1.5(-300)
1023,11,V,Carolina,0,0,0,0,5,5u30,+1.5(-200)
1023,12,H,LosAngeles,1,0,2,3,-190,-175,-1.5(+170)
1024,51,V,Anaheim,0,0,0,0,5o20,5o15,+1.5(-275)
1024,52,H,Minnesota,1,2,0,3,-140,-125,-1.5(+225)
1024,53,V,NYRangers,1,1,0,2,-130,-130,-1.5(+225)
1024,54,H,Philadelphia,1,1,0,3,5o25,5o20,+1.5(-275)
1024,55,V,NewJersey,1,2,1,4,-135,-126,-1.5(+230)
1024,56,H,Buffalo,1,1,1,3,5o30,5u20,+1.5(-290)
1024,57,V,Arizona,1,0,3,4,5.5,5.5o15,+1.5(-190)
1024,58,H,Ottawa,0,1,0,1,-165,-175,-1.5(+170)
1024,59,V,Toronto,0,2,1,3,5o20,5u15,+1.5(-145)
1024,60,H,Montreal,1,4,0,5,-240,-240,-1.5(+125)
1024,61,V,Florida,2,2,2,6,-170,5.5u15,+1.5(-183)
1024,62,H,Dallas,1,0,1,2,5.5u15,-175,-1.5(+163)
1024,63,V,Pittsburgh,0,1,0,2,5,5,+1.5(-260)
1024,64,H,Nashville,0,0,1,1,-150,-134,-1.5(+210)
1024,65,V,NYIslanders,1,1,0,3,5.5u20,5.5u15,+1.5(-240)
1024,66,H,St.Louis,0,0,2,2,-160,-140,-1.5(+200)
1024,67,V,TampaBay,0,0,0,0,5o40,5o40,+1.5(-260)
1024,68,H,Chicago,0,0,0,1,-160,-145,-1.5(+210)
1024,69,V,Columbus,2,0,2,4,5.5,5.5u35,+1.5(-244)
1024,70,H,Colorado,1,2,0,3,-135,-135,-1.5(+204)
1024,71,V,Detroit,0,0,2,3,5o30,5o25,+1.5(-200)
1024,72,H,Vancouver,1,1,0,2,-160,-177,-1.5(+170)
1024,73,V,Carolina,0,2,0,2,5o20,5u15,+1.5(-160)
1024,74,H,SanJose,2,2,1,5,-200,-202,-1.5(+140)
1025,1,V,Minnesota,1,2,1,4,5.5u30,5o40,+1.5(-235)
1025,2,H,Winnipeg,3,2,0,5,-140,-145,-1.5(+195)
1025,3,V,Calgary,1,0,0,1,5.5u20,5.5u30,+1.5(-235)
1025,4,H,NYRangers,0,2,2,4,-165,-145,-1.5(+195)
1025,5,V,LosAngeles,1,1,1,3,-135,-139,-1.5(+200)
1025,6,H,Edmonton,1,0,1,2,5o35,5o25,+1.5(-240)
1026,51,V,Calgary,0,0,0,0,5.5o20,5.5o15,+1.5(-160)
1026,52,H,NYIslanders,0,1,3,4,-200,-210,-1.5(+140)
1026,53,V,Arizona,2,1,1,4,5.5u20,5.5u26,+1.5(-300)
1026,54,H,Toronto,1,0,2,3,-115,-115,-1.5(+240)
1026,55,V,Anaheim,0,0,0,0,5u15,5u20,+1.5(-235)
1026,56,H,Chicago,0,0,0,1,-150,-151,-1.5(+195)
1027,1,V,Buffalo,2,0,1,4,5o25,5o26,+1.5(-169)
1027,2,H,Philadelphia,1,0,2,3,-205,-200,-1.5(+149)
1027,3,V,Columbus,0,0,3,3,5o25,5u40,+1.5(-290)
1027,4,H,NewJersey,0,0,1,1,-135,-115,-1.5(+230)
1027,5,V,Arizona,0,0,0,0,5.5u30,5.5u30,+1.5(-160)
1027,6,H,Boston,1,2,3,6,-180,-215,-1.5(+140)
1027,7,V,Carolina,0,1,2,3,5o15,5o15,+1.5(-245)
1027,8,H,Detroit,0,1,0,1,-170,-140,-1.5(+205)
1027,9,V,Colorado,0,0,1,1,5.5u40,5.5u15,+1.5(-215)
1027,10,H,Florida,1,0,3,4,-145,-167,-1.5(+185)
1027,11,V,Edmonton,1,1,1,3,5o20,5,+1.5(-195)
1027,12,H,Minnesota,2,0,2,4,-185,-176,-1.5(+167)
1027,13,V,TampaBay,0,0,0,0,5.5u40,5.5u40,+1.5(-305)
1027,14,H,St.Louis,1,0,1,2,-135,-113,-1.5(+245)
1027,15,V,LosAngeles,0,1,3,4,5o35,5o30,+1.5(-300)
1027,16,H,Winnipeg,0,1,0,1,-115,-115,-1.5(+240)
1027,17,V,Anaheim,3,0,0,3,5.5u15,5.5u30,+1.5(-185)
1027,18,H,Dallas,0,3,1,4,-145,-185,-1.5(+165)
1027,19,V,Montreal,0,0,1,1,-130,-120,-1.5(+240)
1027,20,H,Vancouver,3,0,2,5,5,5u35,+1.5(-300)
1028,51,V,Calgary,0,1,3,4,5.5,5.5u30,+1.5(-230)
1028,52,H,Ottawa,0,2,2,5,-150,-150,-1.5(+190)
1028,53,V,Pittsburgh,0,0,3,3,5o25,5o15,+1.5(-245)
1028,54,H,Washington,0,0,1,1,-145,-148,-1.5(+205)
1028,55,V,Nashville,1,0,1,2,5o25,-113,-1.5(+240)
1028,56,H,SanJose,0,0,1,1,-125,5o30,+1.5(-300)
1029,1,V,Carolina,1,0,1,3,5.5u25,5.5u40,+1.5(-175)
1029,2,H,NYIslanders,1,1,0,2,-200,-185,-1.5(+155)
1029,3,V,Buffalo,2,0,1,3,5o30,5o30,+1.5(-165)
1029,4,H,Pittsburgh,2,2,0,4,-250,-210,-1.5(+145)
1029,5,V,NewJersey,0,1,3,4,5,5u20,+1.5(-235)
1029,6,H,Philadelphia,0,1,0,1,-150,-150,-1.5(+195)
1029,7,V,Colorado,1,1,0,2,5.5u20,5.5u40,+1.5(-158)
1029,8,H,TampaBay,0,1,0,1,-200,-205,-1.5(+143)
1029,9,V,Chicago,1,0,0,1,5o25,5o20,+1.5(-315)
1029,10,H,Winnipeg,1,1,1,3,-115,-115,-1.5(+250)
1029,11,V,Anaheim,0,1,0,1,5,5u15,+1.5(-230)
1029,12,H,St.Louis,0,1,1,2,-175,-150,-1.5(+190)
1029,13,V,Vancouver,1,1,1,3,5.5u15,5.5,+1.5(-260)
1029,14,H,Dallas,1,0,2,4,-155,-131,-1.5(+210)
1029,15,V,Montreal,3,0,0,3,-155,-148,-1.5(+190)
1029,16,H,Edmonton,0,1,3,4,5o15,5o19,+1.5(-230)
1030,51,V,Colorado,0,1,1,2,5o25,5o15,+1.5(-270)
1030,52,H,Carolina,0,2,1,3,-135,-130,-1.5(+220)
1030,53,V,Columbus,0,0,1,1,5.5,5.5u40,+1.5(-165)
1030,54,H,Washington,0,1,1,2,-200,-205,-1.5(+145)
1030,55,V,Toronto,0,0,1,1,5o30,5o30,+1.5(-150)
1030,56,H,NYRangers,1,0,2,3,-240,-215,-1.5(+130)
1030,57,V,Philadelphia,0,0,1,1,-140,-130,-1.5(+205)
1030,58,H,Buffalo,1,1,1,3,5o25,5o40,+1.5(-245)
1030,59,V,Ottawa,1,1,1,3,5.5u20,5.5u30,+1.5(-265)
1030,60,H,Detroit,0,1,0,1,-135,-130,-1.5(+215)
1030,61,V,Boston,1,2,0,3,5.5u20,5o30,+1.5(-290)
1030,62,H,Florida,0,1,0,1,-135,-114,-1.5(+230)
1030,63,V,Chicago,2,2,0,4,5o15,5o20,+1.5(-240)
1030,64,H,Minnesota,3,1,1,5,-130,-155,-1.5(+200)
1030,65,V,Montreal,1,3,2,6,-130,5.5u30,+1.5(-300)
1030,66,H,Calgary,0,2,0,2,5o35,-120,-1.5(+240)
1030,67,V,Vancouver,3,1,0,4,-105,5.5u40,-1.5(+240)
1030,68,H,Arizona,0,2,1,3,5,-101,+1.5(-300)
1031,1,V,NYIslanders,0,2,0,2,-140,-130,-1.5(+225)
1031,2,H,NewJersey,2,0,0,3,5o20,5u25,+1.5(-275)
1031,3,V,SanJose,0,3,0,3,5.5u15,5.5u15,+1.5(-215)
1031,4,H,Dallas,1,2,2,5,-145,-158,-1.5(+185)
1031,5,V,Nashville,0,2,1,3,5u15,5u15,+1.5(-260)
1031,6,H,LosAngeles,0,1,2,4,-135,-135,-1.5(+210)
1031,7,V,Pittsburgh,1,2,1,4,-175,-150,-1.5(+190)
1031,8,H,Toronto,0,0,0,0,5o35,5o35,+1.5(-230)
1031,9,V,Boston,1,0,2,3,5.5u30,5.5u45,+1.5(-175)
1031,10,H,TampaBay,1,0,0,1,-185,-185,-1.5(+155)
1031,11,V,Detroit,1,2,2,5,5.5u15,5.5u35,+1.5(-245)
1031,12,H,Ottawa,0,1,2,3,-140,-135,-1.5(+205)
1031,13,V,Washington,0,0,1,2,5.5,-140,-1.5(+210)
1031,14,H,Florida,0,1,0,1,-115,5.5u25,+1.5(-260)
1031,15,V,Winnipeg,3,0,0,3,-120,-135,-1.5(+215)
1031,16,H,Columbus,1,0,1,2,5.5,5.5,+1.5(-265)
1031,17,V,Minnesota,2,0,0,2,5o20,5,+1.5(-260)
1031,18,H,St.Louis,2,0,0,3,-160,-130,-1.5(+210)
1031,19,V,Calgary,3,1,1,5,5.5u20,5.5u20,+1.5(-290)
1031,20,H,Edmonton,1,1,2,4,-150,-126,-1.5(+230)
1101,51,V,SanJose,1,1,2,4,5o30,-110,+1.5(-310)
1101,52,H,Colorado,1,1,1,3,-110,5.5u50,-1.5(+250)
1101,53,V,TampaBay,0,2,2,4,-120,-120,-1.5(+230)
1101,54,H,Carolina,1,0,2,3,5o30,5o37,+1.5(-290)
1101,55,V,Winnipeg,0,0,1,1,5o20,5.5u30,+1.5(-230)
1101,56,H,Montreal,2,3,0,5,-175,-145,-1.5(+190)
1101,57,V,Buffalo,0,0,2,2,5.5u30,5.5u25,+1.5(-164)
1101,58,H,NYIslanders,0,1,0,1,-230,-200,-1.5(+144)
1101,59,V,Nashville,0,2,0,2,5,5o20,+1.5(-285)
1101,60,H,Anaheim,3,1,0,4,-121,-120,-1.5(+235)
1102,1,V,Dallas,1,0,0,1,-170,-160,-1.5(+180)
1102,2,H,Toronto,1,2,1,4,5.5o15,5.5o15,+1.5(-209)
1102,3,V,LosAngeles,2,0,0,2,5u20,5u15,+1.5(-305)
1102,4,H,Chicago,1,0,3,4,-135,-111,-1.5(+245)
1102,5,V,Philadelphia,0,1,0,1,5o20,5.5u40,+1.5(-230)
1102,6,H,Vancouver,1,1,2,4,-160,-150,-1.5(+190)
1103,51,V,Dallas,1,2,2,5,5.5u15,5.5o15,+1.5(-215)
1103,52,H,Boston,2,0,1,3,-130,-160,-1.5(+185)
1103,53,V,Washington,1,1,0,2,5o20,5u15,+1.5(-320)
1103,54,H,NYRangers,2,2,1,5,-140,-115,-1.5(+255)
1103,55,V,NewJersey,0,0,1,1,5u20,5u40,+1.5(-200)
1103,56,H,NYIslanders,1,0,1,2,-160,-168,-1.5(+170)
1103,57,V,Ottawa,0,1,0,2,5.5u25,5.5,+1.5(-230)
1103,58,H,Montreal,0,1,0,1,-165,-155,-1.5(+190)
1103,59,V,TampaBay,0,1,0,1,-125,-130,-1.5(+210)
1103,60,H,Detroit,0,1,1,2,5o30,5o20,+1.5(-260)
1103,61,V,LosAngeles,0,1,2,3,5,5o20,+1.5(-245)
1103,62,H,St.Louis,0,0,0,0,-135,-145,-1.5(+205)
1103,63,V,Philadelphia,0,2,0,2,5.5u30,5.5u25,+1.5(-240)
1103,64,H,Edmonton,1,0,3,4,-135,-140,-1.5(+200)
1103,65,V,Calgary,0,2,1,3,5.5u20,5.5,+1.5(-315)
1103,66,H,Colorado,1,2,3,6,-140,-115,-1.5(+250)
1103,67,V,Columbus,1,3,1,5,5.5u30,5.5u25,+1.5(-200)
1103,68,H,SanJose,1,1,0,2,-170,-173,-1.5(+170)
1104,1,V,Winnipeg,2,0,2,4,-140,-140,-1.5(+200)
1104,2,H,Toronto,1,1,0,2,5.5u20,5.5u25,+1.5(-240)
1104,3,V,St.Louis,2,3,0,6,5,5o15,+1.5(-260)
1104,4,H,Chicago,5,0,0,5,-135,-141,-1.5(+210)
1104,5,V,Pittsburgh,1,0,2,3,5o15,5o15,+1.5(-290)
1104,6,H,Vancouver,0,0,2,2,-115,-118,-1.5(+230)
1104,7,V,Florida,0,2,0,2,5o20,5u15,+1.5(-260)
1104,8,H,Anaheim,0,1,1,3,-140,-131,-1.5(+210)
1105,51,V,Boston,1,0,0,1,5o35,5o20,+1.5(-240)
1105,52,H,Washington,1,2,1,4,-165,-146,-1.5(+200)
1105,53,V,TampaBay,3,0,1,4,-185,-154,-1.5(+180)
1105,54,H,Buffalo,0,1,0,1,5o30,5o30,+1.5(-210)
1105,55,V,NYIslanders,0,1,0,1,5.5u30,5.5u40,+1.5(-260)
1105,56,H,Montreal,1,0,3,4,-140,-131,-1.5(+210)
