"Team","Date","GP","TOI","CF","CA","C+/-","CF%","CF/60","CA/60","GF","GA","G+/-","GF%","GF/60","GA/60","xGF","xGA","xG+/-","xGF%","xGF/60","xGA/60","PENT","PEND","P+/-","Sh%","Sv%","PDO"
"N.J",2013-10-29,1,60,34,27,7,55.74,34,27,2,1,1,66.67,2,1,1.59,1.83,-0.24,46.54,1.59,1.83,5,3,-2,9.09,94.12,103.21
"N.J",2013-11-02,1,60,27,34,-7,44.26,27,34,0,1,-1,0,0,1,0.66,1.44,-0.78,31.49,0.66,1.44,5,5,0,0,95.24,95.24
"N.J",2013-11-03,1,60,52,37,15,58.43,52,37,0,4,-4,0,0,4,1.79,2.33,-0.54,43.5,1.79,2.33,4,4,0,0,80,80
"N.J",2013-11-07,1,60,40,46,-6,46.51,40,46,3,0,3,100,3,0,2.83,1.19,1.64,70.37,2.83,1.19,3,3,0,12,100,112
"N.J",2013-11-08,1,65,60,52,8,53.57,55.38,48,1,1,0,50,0.92,0.92,1.57,2.63,-1.06,37.34,1.45,2.43,6,3,-3,2.86,96.43,99.29
"N.J",2013-11-10,1,60,36,22,14,62.07,36,22,5,0,5,100,5,0,1.7,1.68,0.02,50.3,1.7,1.68,6,4,-2,21.74,100,121.74
"N.J",2013-11-12,1,60,51,63,-12,44.74,51,63,3,2,1,60,3,2,2.51,3.01,-0.49,45.54,2.51,3.01,6,4,-2,10.71,94.29,105
"N.J",2013-11-15,1,60,44,40,4,52.38,44,40,0,2,-2,0,0,2,1.63,1.15,0.49,58.73,1.63,1.15,3,3,0,0,90.48,90.48
"N.J",2013-11-16,1,60,38,46,-8,45.24,38,46,4,1,3,80,4,1,2.24,2.46,-0.22,47.64,2.24,2.46,4,3,-1,18.18,96.43,114.61
"N.J",2013-11-20,1,61.97,53,47,6,53,51.32,45.51,4,3,1,57.14,3.87,2.9,3.16,2.77,0.39,53.32,3.06,2.68,5,4,-1,15.38,88,103.38
"N.J",2013-11-21,1,62.5,38,76,-38,33.33,36.48,72.96,2,1,1,66.67,1.92,0.96,1.22,3.27,-2.06,27.13,1.17,3.14,6,4,-2,13.33,97.14,110.48
"N.J",2013-11-23,1,60,45,57,-12,44.12,45,57,1,2,-1,33.33,1,2,1.09,2.08,-1,34.28,1.09,2.08,3,1,-2,5.26,93.33,98.6
"N.J",2013-11-25,1,60,49,30,19,62.03,49,30,1,3,-2,25,1,3,1.8,1.9,-0.1,48.7,1.8,1.9,2,2,0,3.85,86.36,90.21
"N.J",2013-11-27,1,60,45,33,12,57.69,45,33,3,4,-1,42.86,3,4,2.37,1.8,0.57,56.86,2.37,1.8,1,1,0,13.64,81.82,95.45
"N.J",2013-11-29,1,60,68,38,30,64.15,68,38,5,2,3,71.43,5,2,4.3,1.63,2.67,72.56,4.3,1.63,4,4,0,16.13,88.89,105.02
"N.J",2013-11-30,1,64.32,52,35,17,59.77,48.51,32.65,1,0,1,100,0.93,0,1.61,1.61,-0.01,49.91,1.5,1.5,5,4,-1,4.17,100,104.17
"N.J",2013-12-02,1,60,63,39,24,61.76,63,39,2,3,-1,40,2,3,1.99,2.35,-0.36,45.88,1.99,2.35,2,3,1,6.67,82.35,89.02
"N.J",2013-12-04,1,65,64,44,20,59.26,59.08,40.62,3,3,0,50,2.77,2.77,2.77,2.03,0.74,57.68,2.56,1.88,4,3,-1,8.82,90,98.82
"N.J",2013-12-06,1,60,26,31,-5,45.61,26,31,1,3,-2,25,1,3,1.04,1.83,-0.79,36.2,1.04,1.83,5,4,-1,9.09,85.71,94.81
"N.J",2013-12-07,1,61.25,48,61,-13,44.04,47.02,59.76,4,3,1,57.14,3.92,2.94,3.02,2.16,0.86,58.33,2.96,2.11,4,3,-1,16.67,87.5,104.17
"N.J",2013-12-10,1,60,53,27,26,66.25,53,27,4,5,-1,44.44,4,5,1.97,2.05,-0.09,48.93,1.97,2.05,1,2,1,11.76,78.26,90.03
"N.J",2013-12-13,1,60,84,41,43,67.2,84,41,2,3,-1,40,2,3,2.96,1.98,0.99,59.98,2.96,1.98,1,2,1,5.13,86.96,92.08
"N.J",2013-12-14,1,60,38,53,-15,41.76,38,53,3,0,3,100,3,0,2.02,2.42,-0.4,45.48,2.02,2.42,3,2,-1,15.79,100,115.79
"N.J",2013-12-18,1,60,43,38,5,53.09,43,38,5,2,3,71.43,5,2,2.62,1.47,1.15,64.07,2.62,1.47,5,6,1,15.15,92,107.15
"N.J",2013-12-20,1,62.62,36,35,1,50.7,34.5,33.54,2,3,-1,40,1.92,2.87,1.72,1.76,-0.04,49.39,1.65,1.69,4,3,-1,9.52,87.5,97.02
"N.J",2013-12-21,1,60.72,72,37,35,66.06,71.15,36.56,5,4,1,55.56,4.94,3.95,2.65,1.8,0.86,59.64,2.62,1.77,1,2,1,13.51,81.82,95.33
"N.J",2013-12-23,1,60,32,65,-33,32.99,32,65,2,5,-3,28.57,2,5,1.59,2.58,-0.99,38.09,1.59,2.58,4,1,-3,16.67,86.49,103.15
"N.J",2013-12-27,1,65,34,44,-10,43.59,31.38,40.62,1,1,0,50,0.92,0.92,1.97,2.69,-0.72,42.27,1.82,2.48,6,4,-2,5.88,96.67,102.55
"N.J",2013-12-28,1,60,48,60,-12,44.44,48,60,2,1,1,66.67,2,1,3.13,2.57,0.56,54.9,3.13,2.57,4,2,-2,8,96.77,104.77
"N.J",2013-12-31,1,60,56,40,16,58.33,56,40,2,1,1,66.67,2,1,1.74,1.21,0.53,58.97,1.74,1.21,1,4,3,6.67,95,101.67
"N.J",2014-01-03,1,60,47,36,11,56.63,47,36,3,5,-2,37.5,3,5,2.17,2.41,-0.24,47.39,2.17,2.41,3,4,1,11.11,79.17,90.28
"N.J",2014-01-04,1,60,52,34,18,60.47,52,34,1,2,-1,33.33,1,2,2.01,2.08,-0.08,49.08,2.01,2.08,6,5,-1,4.55,90.91,95.45
"N.J",2014-01-07,1,61.83,47,48,-1,49.47,45.61,46.58,2,3,-1,40,1.94,2.91,3.18,2.5,0.68,55.94,3.09,2.43,5,3,-2,6.06,89.29,95.35
"N.J",2014-01-09,1,60,47,51,-4,47.96,47,51,1,0,1,100,1,0,2.54,2.8,-0.26,47.6,2.54,2.8,3,2,-1,2.94,100,102.94
"N.J",2014-01-11,1,64.95,57,46,11,55.34,52.66,42.49,2,1,1,66.67,1.85,0.92,2.88,2.49,0.39,53.63,2.66,2.3,2,2,0,5.56,96.67,102.22
"N.J",2014-01-12,1,65,83,48,35,63.36,76.62,44.31,2,2,0,50,1.85,1.85,2.53,2.53,0,49.98,2.34,2.34,4,4,0,5.26,92,97.26
"N.J",2014-01-14,1,60,50,57,-7,46.73,50,57,4,1,3,80,4,1,2.84,2.64,0.2,51.8,2.84,2.64,3,3,0,21.05,96.67,117.72
"N.J",2014-01-16,1,65,53,63,-10,45.69,48.92,58.15,1,1,0,50,0.92,0.92,2.86,2.06,0.8,58.12,2.64,1.91,3,2,-1,2.94,97.37,100.31
"N.J",2014-01-18,1,60,73,51,22,58.87,73,51,2,3,-1,40,2,3,2.58,2.13,0.44,54.7,2.58,2.13,3,2,-1,5.71,88.89,94.6
"N.J",2014-01-21,1,60,33,45,-12,42.31,33,45,7,1,6,87.5,7,1,3.54,2,1.54,63.85,3.54,2,3,4,1,30.43,96.3,126.73
"N.J",2014-01-24,1,60,42,47,-5,47.19,42,47,2,1,1,66.67,2,1,4.04,3.07,0.97,56.84,4.04,3.07,3,5,2,6.67,96.77,103.44
"N.J",2014-01-26,1,60,45,44,1,50.56,45,44,3,7,-4,30,3,7,1.73,2.26,-0.53,43.35,1.73,2.26,4,2,-2,13.64,73.08,86.71
"N.J",2014-01-28,1,60,55,53,2,50.93,55,53,0,3,-3,0,0,3,2.08,2.99,-0.91,41.01,2.08,2.99,7,8,1,0,88,88
"N.J",2014-01-30,1,60.67,46,43,3,51.69,45.49,42.53,3,2,1,60,2.97,1.98,3.18,2.17,1.01,59.45,3.15,2.15,5,5,0,12.5,87.5,100
"N.J",2014-01-31,1,61.48,45,52,-7,46.39,43.91,50.75,2,3,-1,40,1.95,2.93,2.01,1.9,0.11,51.42,1.97,1.86,3,3,0,7.69,90.91,98.6
"N.J",2014-02-03,1,60.47,47,40,7,54.02,46.64,39.69,1,2,-1,33.33,0.99,1.98,2.06,1.86,0.2,52.58,2.04,1.84,5,4,-1,3.57,92,95.57
"N.J",2014-02-07,1,62.57,47,36,11,56.63,45.07,34.52,2,1,1,66.67,1.92,0.96,2.2,2.08,0.11,51.32,2.11,2,3,3,0,8.33,95,103.33
"N.J",2014-02-08,1,60,63,53,10,54.31,63,53,0,3,-3,0,0,3,2.37,3.19,-0.83,42.57,2.37,3.19,4,3,-1,0,88.46,88.46
"N.J",2014-02-27,1,60,53,45,8,54.08,53,45,5,2,3,71.43,5,2,3.55,1.44,2.11,71.16,3.55,1.44,5,6,1,14.29,89.47,103.76
"N.J",2014-03-01,1,60,60,40,20,60,60,40,6,1,5,85.71,6,1,4.67,2.4,2.27,66.04,4.67,2.4,4,14,10,17.14,94.74,111.88
"N.J",2014-03-02,1,60,36,29,7,55.38,36,29,2,4,-2,33.33,2,4,2.47,1.7,0.77,59.21,2.47,1.7,1,4,3,8.7,81.82,90.51
"N.J",2014-03-04,1,60,41,35,6,53.95,41,35,4,3,1,57.14,4,3,2.7,2.09,0.61,56.4,2.7,2.09,5,4,-1,13.79,86.96,100.75
"N.J",2014-03-07,1,60,44,47,-3,48.35,44,47,4,7,-3,36.36,4,7,1.55,2.96,-1.41,34.33,1.55,2.96,3,3,0,16,78.79,94.79
"N.J",2014-03-08,1,60,51,52,-1,49.51,51,52,5,4,1,55.56,5,4,3.17,2.46,0.72,56.35,3.17,2.46,2,2,0,16.13,87.88,104.01
"N.J",2014-03-11,1,60,46,67,-21,40.71,46,67,2,1,1,66.67,2,1,1.38,2.89,-1.51,32.34,1.38,2.89,6,3,-3,7.69,96.77,104.47
"N.J",2014-03-14,1,60,61,38,23,61.62,61,38,3,5,-2,37.5,3,5,2.01,2.6,-0.59,43.61,2.01,2.6,5,2,-3,9.68,77.27,86.95
"N.J",2014-03-15,1,60,41,47,-6,46.59,41,47,0,3,-3,0,0,3,1.86,2.13,-0.28,46.52,1.86,2.13,4,4,0,0,90.62,90.62
"N.J",2014-03-18,1,60,45,44,1,50.56,45,44,2,4,-2,33.33,2,4,1.64,1.58,0.06,51,1.64,1.58,3,5,2,8.33,87.1,95.43
"N.J",2014-03-20,1,62,43,32,11,57.33,41.61,30.97,4,3,1,57.14,3.87,2.9,3.28,2,1.28,62.13,3.17,1.94,6,5,-1,13.79,86.96,100.75
"N.J",2014-03-22,1,60,48,40,8,54.55,48,40,0,2,-2,0,0,2,2.53,1.53,0.99,62.22,2.53,1.53,4,2,-2,0,92.59,92.59
"N.J",2014-03-23,1,60,40,42,-2,48.78,40,42,3,2,1,60,3,2,2.29,1.65,0.64,58.18,2.29,1.65,4,2,-2,12.5,91.3,103.8
"N.J",2014-03-27,1,64.98,50,40,10,55.56,46.17,36.93,2,2,0,50,1.85,1.85,3.48,2.05,1.42,62.88,3.21,1.9,3,4,1,7.14,92.59,99.74
"N.J",2014-03-29,1,65,59,50,9,54.13,54.46,46.15,1,1,0,50,0.92,0.92,3.67,2.66,1,57.92,3.38,2.46,2,3,1,4.17,95,99.17
"N.J",2014-03-31,1,60,48,43,5,52.75,48,43,6,3,3,66.67,6,3,3.19,1.84,1.35,63.45,3.19,1.84,5,3,-2,18.75,86.36,105.11
"N.J",2014-04-01,1,65,71,43,28,62.28,65.54,39.69,2,2,0,50,1.85,1.85,3.3,1.43,1.87,69.77,3.05,1.32,3,2,-1,5.71,92.59,98.31
"N.J",2014-04-04,1,60,54,46,8,54,54,46,2,1,1,66.67,2,1,2.12,2.11,0.01,50.16,2.12,2.11,4,6,2,6.45,96,102.45
"N.J",2014-04-05,1,60,54,58,-4,48.21,54,58,3,1,2,75,3,1,3.28,1.81,1.47,64.41,3.28,1.81,4,1,-3,13.04,96.3,109.34
"N.J",2014-04-07,1,60,52,35,17,59.77,52,35,0,1,-1,0,0,1,1.93,1.49,0.44,56.45,1.93,1.49,5,3,-2,0,95.45,95.45
"N.J",2014-04-10,1,65,60,62,-2,49.18,55.38,57.23,1,1,0,50,0.92,0.92,2.56,2.61,-0.05,49.51,2.36,2.41,4,2,-2,2.56,96.88,99.44
"N.J",2014-04-11,1,65,41,46,-5,47.13,37.85,42.46,2,2,0,50,1.85,1.85,2.19,1.86,0.33,54.06,2.03,1.72,3,1,-2,7.41,93.33,100.74
"N.J",2014-04-13,1,60,45,28,17,61.64,45,28,3,2,1,60,3,2,2.55,1.34,1.21,65.52,2.55,1.34,3,3,0,9.68,88.89,98.57
"N.J",2014-10-09,1,60,53,68,-15,43.8,53,68,6,4,2,60,6,4,3.74,2.73,1.01,57.82,3.74,2.73,5,3,-2,23.08,89.74,112.82
"N.J",2014-10-11,1,60,36,51,-15,41.38,36,51,5,1,4,83.33,5,1,2.05,2.03,0.02,50.21,2.05,2.03,10,7,-3,20.83,96.55,117.39
"N.J",2014-10-14,1,60,43,51,-8,45.74,43,51,2,1,1,66.67,2,1,2.2,1.89,0.32,53.87,2.2,1.89,4,4,0,8,96.3,104.3
"N.J",2014-10-16,1,60,56,56,0,50,56,56,2,6,-4,25,2,6,1.57,2.39,-0.82,39.64,1.57,2.39,5,3,-2,7.14,81.82,88.96
"N.J",2014-10-18,1,60,50,48,2,51.02,50,48,2,4,-2,33.33,2,4,2.54,4.03,-1.49,38.7,2.54,4.03,5,4,-1,5.41,87.5,92.91
"N.J",2014-10-21,1,62.7,49,40,9,55.06,46.89,38.28,3,4,-1,42.86,2.87,3.83,3.23,2.54,0.69,55.95,3.09,2.43,3,5,2,9.68,84,93.68
"N.J",2014-10-24,1,64.78,44,49,-5,47.31,40.75,45.38,2,2,0,50,1.85,1.85,1.8,2.21,-0.4,44.99,1.67,2.04,3,1,-2,7.41,94.44,101.85
"N.J",2014-10-25,1,63.65,53,63,-10,45.69,49.96,59.39,3,2,1,60,2.83,1.89,2.89,2.35,0.54,55.12,2.72,2.22,5,6,1,10.34,94.29,104.63
"N.J",2014-10-28,1,60,41,50,-9,45.05,41,50,3,8,-5,27.27,3,8,1.56,3.08,-1.53,33.57,1.56,3.08,7,3,-4,15.79,75.76,91.55
"N.J",2014-10-30,1,65,50,40,10,55.56,46.15,36.92,1,1,0,50,0.92,0.92,2.34,2.2,0.15,51.6,2.16,2.03,2,1,-1,3.57,96,99.57
"N.J",2014-11-01,1,60,46,40,6,53.49,46,40,3,2,1,60,3,2,2.38,2.42,-0.04,49.59,2.38,2.42,5,8,3,10.34,94.12,104.46
"N.J",2014-11-04,1,60,47,38,9,55.29,47,38,0,1,-1,0,0,1,1.58,2.03,-0.45,43.75,1.58,2.03,3,3,0,0,95.65,95.65
"N.J",2014-11-06,1,60,51,49,2,51,51,49,3,4,-1,42.86,3,4,1.51,2.63,-1.12,36.5,1.51,2.63,3,3,0,11.11,86.21,97.32
"N.J",2014-11-07,1,60,45,41,4,52.33,45,41,2,4,-2,33.33,2,4,1.61,3.32,-1.71,32.68,1.61,3.32,5,4,-1,11.76,87.1,98.86
"N.J",2014-11-10,1,60,53,48,5,52.48,53,48,2,4,-2,33.33,2,4,1.59,2.03,-0.44,43.92,1.59,2.03,3,2,-1,7.14,82.61,89.75
"N.J",2014-11-11,1,60,35,37,-2,48.61,35,37,3,1,2,75,3,1,2.03,1.86,0.18,52.29,2.03,1.86,4,7,3,13.04,95.83,108.88
"N.J",2014-11-14,1,60,51,62,-11,45.13,51,62,1,0,1,100,1,0,2.56,2.83,-0.27,47.47,2.56,2.83,5,4,-1,3.57,100,103.57
"N.J",2014-11-15,1,60,43,37,6,53.75,43,37,2,3,-1,40,2,3,2.62,2.14,0.48,55.04,2.62,2.14,3,2,-1,8,89.66,97.66
"N.J",2014-11-18,1,60,45,63,-18,41.67,45,63,1,3,-2,25,1,3,1.79,2.48,-0.68,41.99,1.79,2.48,5,2,-3,4.55,91.18,95.72
"N.J",2014-11-21,1,60,39,69,-30,36.11,39,69,2,0,2,100,2,0,2.44,2.5,-0.06,49.35,2.44,2.5,4,2,-2,7.69,100,107.69
"N.J",2014-11-22,1,65,58,60,-2,49.15,53.54,55.38,4,4,0,50,3.69,3.69,4.54,4.29,0.25,51.43,4.19,3.96,7,3,-4,13.79,89.19,102.98
"N.J",2014-11-25,1,60,46,60,-14,43.4,46,60,0,2,-2,0,0,2,2.21,3.1,-0.89,41.62,2.21,3.1,3,1,-2,0,94.44,94.44
"N.J",2014-11-28,1,65,43,54,-11,44.33,39.69,49.85,4,4,0,50,3.69,3.69,3.24,3.05,0.19,51.51,2.99,2.82,6,6,0,16,87.5,103.5
"N.J",2014-11-29,1,60,75,55,20,57.69,75,55,1,3,-2,25,1,3,3.65,3.55,0.11,50.74,3.65,3.55,5,5,0,2.86,89.29,92.14
"N.J",2014-12-02,1,60,61,45,16,57.55,61,45,0,1,-1,0,0,1,2.14,2.36,-0.22,47.52,2.14,2.36,4,7,3,0,95.65,95.65
"N.J",2014-12-04,1,60,44,60,-16,42.31,44,60,5,3,2,62.5,5,3,3.32,3.58,-0.26,48.11,3.32,3.58,2,3,1,19.23,90.62,109.86
"N.J",2014-12-06,1,60,66,42,24,61.11,66,42,1,4,-3,20,1,4,2.85,3.07,-0.21,48.2,2.85,3.07,4,4,0,2.94,86.21,89.15
"N.J",2014-12-08,1,60,42,94,-52,30.88,42,94,2,1,1,66.67,2,1,1.98,3.46,-1.49,36.34,1.98,3.46,4,2,-2,12.5,97.5,110
"N.J",2014-12-09,1,65,41,73,-32,35.96,37.85,67.38,2,2,0,50,1.85,1.85,1.81,2.73,-0.92,39.88,1.67,2.52,3,1,-2,8.33,94.87,103.21
"N.J",2014-12-11,1,60,46,55,-9,45.54,46,55,1,4,-3,20,1,4,1.17,4.91,-3.74,19.28,1.17,4.91,5,2,-3,5.56,88.89,94.44
"N.J",2014-12-13,1,60,65,74,-9,46.76,65,74,3,4,-1,42.86,3,4,2.75,4.21,-1.46,39.51,2.75,4.21,3,3,0,9.68,88.89,98.57
"N.J",2014-12-15,1,65,43,57,-14,43,39.69,52.62,2,2,0,50,1.85,1.85,2.03,2.34,-0.31,46.47,1.87,2.16,4,3,-1,7.14,93.94,101.08
"N.J",2014-12-17,1,60,58,25,33,69.88,58,25,0,2,-2,0,0,2,2.74,1.79,0.95,60.5,2.74,1.79,2,5,3,0,87.5,87.5
"N.J",2014-12-19,1,65,24,57,-33,29.63,22.15,52.62,2,2,0,50,1.85,1.85,2.12,2.47,-0.35,46.19,1.96,2.28,6,4,-2,11.11,92.86,103.97
"N.J",2014-12-20,1,60,36,37,-1,49.32,36,37,0,4,-4,0,0,4,1.56,2.12,-0.56,42.46,1.56,2.12,5,4,-1,0,80.95,80.95
"N.J",2014-12-23,1,65,41,53,-12,43.62,37.85,48.92,1,1,0,50,0.92,0.92,1.21,3.09,-1.89,28.08,1.11,2.86,3,4,1,5.26,96.97,102.23
"N.J",2014-12-27,1,60,41,52,-11,44.09,41,52,1,3,-2,25,1,3,1.83,2.77,-0.95,39.71,1.83,2.77,3,4,1,5,89.29,94.29
"N.J",2014-12-29,1,60,44,53,-9,45.36,44,53,3,1,2,75,3,1,2.68,2.33,0.35,53.5,2.68,2.33,5,5,0,11.11,96.43,107.54
"N.J",2014-12-31,1,60,31,50,-19,38.27,31,50,1,3,-2,25,1,3,1.27,1.89,-0.62,40.26,1.27,1.89,4,3,-1,7.69,89.29,96.98
"N.J",2015-01-02,1,60,41,43,-2,48.81,41,43,2,4,-2,33.33,2,4,2.35,3.19,-0.84,42.39,2.35,3.19,4,3,-1,8.33,84.62,92.95
"N.J",2015-01-03,1,60,38,39,-1,49.35,38,39,5,2,3,71.43,5,2,1.4,1.11,0.29,55.69,1.4,1.11,6,7,1,27.78,90,117.78
"N.J",2015-01-06,1,60,54,38,16,58.7,54,38,4,1,3,80,4,1,3.24,1.26,1.98,72.01,3.24,1.26,3,3,0,14.29,95.24,109.52
"N.J",2015-01-08,1,60,36,68,-32,34.62,36,68,0,3,-3,0,0,3,1.03,3.32,-2.28,23.74,1.03,3.32,4,2,-2,0,93.02,93.02
"N.J",2015-01-09,1,62.15,37,51,-14,42.05,35.72,49.24,2,3,-1,40,1.93,2.9,2.1,3.45,-1.35,37.8,2.02,3.33,5,3,-2,8.7,90.32,99.02
"N.J",2015-01-14,1,60,39,50,-11,43.82,39,50,5,3,2,62.5,5,3,2.52,2.34,0.18,51.9,2.52,2.34,5,5,0,25,88.46,113.46
"N.J",2015-01-16,1,60,38,69,-31,35.51,38,69,1,5,-4,16.67,1,5,0.81,2.82,-2.01,22.3,0.81,2.82,5,3,-2,6.67,87.5,94.17
"N.J",2015-01-19,1,60,56,69,-13,44.8,56,69,5,2,3,71.43,5,2,4,3.89,0.11,50.68,4,3.89,4,3,-1,14.71,94.44,109.15
"N.J",2015-01-28,1,65,35,46,-11,43.21,32.31,42.46,1,1,0,50,0.92,0.92,1.85,2.84,-0.98,39.51,1.71,2.62,6,4,-2,4.35,96.67,101.01
"N.J",2015-01-30,1,62.35,26,63,-37,29.21,25.02,60.63,1,2,-1,33.33,0.96,1.92,1.65,3.09,-1.45,34.74,1.59,2.98,4,3,-1,7.14,95.35,102.49
"N.J",2015-01-31,1,60,33,51,-18,39.29,33,51,3,1,2,75,3,1,2.27,1.65,0.62,57.95,2.27,1.65,3,4,1,21.43,96.3,117.72
"N.J",2015-02-03,1,60,28,39,-11,41.79,28,39,2,1,1,66.67,2,1,1.51,1.83,-0.32,45.19,1.51,1.83,1,3,2,10.53,95,105.53
"N.J",2015-02-06,1,60,26,50,-24,34.21,26,50,4,1,3,80,4,1,1.49,2.16,-0.67,40.77,1.49,2.16,3,2,-1,23.53,97.06,120.59
"N.J",2015-02-07,1,60,43,77,-34,35.83,43,77,2,6,-4,25,2,6,1.49,3.4,-1.91,30.51,1.49,3.4,4,2,-2,8.7,86.36,95.06
"N.J",2015-02-09,1,60,34,47,-13,41.98,34,47,1,2,-1,33.33,1,2,1.2,3.19,-1.98,27.43,1.2,3.19,4,2,-2,7.14,91.67,98.81
"N.J",2015-02-13,1,60,48,65,-17,42.48,48,65,1,3,-2,25,1,3,1.01,3.08,-2.07,24.63,1.01,3.08,4,2,-2,3.85,91.43,95.27
"N.J",2015-02-14,1,60,43,70,-27,38.05,43,70,1,3,-2,25,1,3,1.42,2.63,-1.22,34.97,1.42,2.63,3,3,0,4.55,92.11,96.65
"N.J",2015-02-17,1,65,60,46,14,56.6,55.38,42.46,1,1,0,50,0.92,0.92,2.85,2.14,0.71,57.16,2.63,1.97,3,5,2,2.86,96,98.86
"N.J",2015-02-20,1,60,45,43,2,51.14,45,43,4,2,2,66.67,4,2,2.35,2.26,0.09,50.99,2.35,2.26,3,4,1,14.81,91.3,106.12
"N.J",2015-02-21,1,60,29,51,-22,36.25,29,51,3,1,2,75,3,1,1.98,1.98,0,49.95,1.98,1.98,3,4,1,15.79,96.88,112.66
"N.J",2015-02-23,1,60,42,59,-17,41.58,42,59,3,0,3,100,3,0,1.64,2.18,-0.53,43,1.64,2.18,4,2,-2,10.71,100,110.71
"N.J",2015-02-25,1,60,44,47,-3,48.35,44,47,1,3,-2,25,1,3,2.19,2.41,-0.22,47.59,2.19,2.41,3,4,1,3.7,88.46,92.17
"N.J",2015-02-27,1,62.77,46,55,-9,45.54,43.97,52.58,2,3,-1,40,1.91,2.87,2.57,2.33,0.24,52.47,2.45,2.22,2,2,0,6.45,91.18,97.63
"N.J",2015-02-28,1,60,44,60,-16,42.31,44,60,2,0,2,100,2,0,2.64,3.58,-0.93,42.5,2.64,3.58,4,5,1,10.53,100,110.53
"N.J",2015-03-03,1,60,43,61,-18,41.35,43,61,3,1,2,75,3,1,2.52,3.28,-0.76,43.46,2.52,3.28,3,2,-1,12.5,97.06,109.56
"N.J",2015-03-06,1,60,59,45,14,56.73,59,45,2,3,-1,40,2,3,2.92,2.27,0.65,56.26,2.92,2.27,3,6,3,8.7,87.5,96.2
"N.J",2015-03-08,1,60,42,47,-5,47.19,42,47,5,2,3,71.43,5,2,2.33,1.78,0.54,56.61,2.33,1.78,4,5,1,23.81,92.59,116.4
"N.J",2015-03-10,1,60,45,70,-25,39.13,45,70,2,6,-4,25,2,6,1.49,4.05,-2.55,26.96,1.49,4.05,4,0,-4,6.25,84.21,90.46
"N.J",2015-03-12,1,65,60,60,0,50,55.38,55.38,1,1,0,50,0.92,0.92,1.86,2.83,-0.97,39.66,1.72,2.61,3,2,-1,4.17,96.55,100.72
"N.J",2015-03-14,1,60,52,65,-13,44.44,52,65,4,1,3,80,4,1,2.73,3.31,-0.58,45.2,2.73,3.31,3,5,2,13.79,96.77,110.57
"N.J",2015-03-17,1,60,27,49,-22,35.53,27,49,2,0,2,100,2,0,1.56,2.09,-0.53,42.79,1.56,2.09,1,3,2,10.53,100,110.53
"N.J",2015-03-20,1,60,53,55,-2,49.07,53,55,3,1,2,75,3,1,2.46,2.69,-0.23,47.72,2.46,2.69,4,2,-2,11.11,96.55,107.66
"N.J",2015-03-21,1,60,49,47,2,51.04,49,47,0,3,-3,0,0,3,1.97,3.31,-1.33,37.37,1.97,3.31,1,1,0,0,90,90
"N.J",2015-03-23,1,60,44,59,-15,42.72,44,59,1,3,-2,25,1,3,1.54,2.18,-0.63,41.48,1.54,2.18,4,2,-2,5,90.91,95.91
"N.J",2015-03-26,1,61.22,50,47,3,51.55,49.01,46.07,2,3,-1,40,1.96,2.94,3.56,1.8,1.76,66.38,3.49,1.77,4,4,0,6.45,87.5,93.95
"N.J",2015-03-28,1,60,53,64,-11,45.3,53,64,1,3,-2,25,1,3,2.15,3.13,-0.98,40.74,2.15,3.13,3,1,-2,4.55,90.62,95.17
"N.J",2015-03-29,1,60,44,41,3,51.76,44,41,1,2,-1,33.33,1,2,2.38,1.49,0.89,61.55,2.38,1.49,1,2,1,3.7,92,95.7
"N.J",2015-03-31,1,60.93,37,52,-15,41.57,36.43,51.2,2,3,-1,40,1.97,2.95,2.24,2.01,0.23,52.71,2.21,1.98,5,2,-3,7.69,90.32,98.01
"N.J",2015-04-03,1,65,35,46,-11,43.21,32.31,42.46,2,2,0,50,1.85,1.85,1.48,2.02,-0.53,42.4,1.37,1.86,8,2,-6,11.11,93.94,105.05
"N.J",2015-04-04,1,60,68,52,16,56.67,68,52,1,6,-5,14.29,1,6,2.25,2.81,-0.56,44.45,2.25,2.81,2,5,3,2.78,81.25,84.03
"N.J",2015-04-07,1,60,37,57,-20,39.36,37,57,2,4,-2,33.33,2,4,1.8,3.89,-2.09,31.6,1.8,3.89,7,2,-5,9.52,90,99.52
"N.J",2015-04-09,1,61.37,48,64,-16,42.86,46.93,62.57,3,4,-1,42.86,2.93,3.91,1.71,2.12,-0.41,44.59,1.67,2.07,8,3,-5,12.5,87.1,99.6
"N.J",2015-04-11,1,60,56,55,1,50.45,56,55,2,3,-1,40,2,3,2.41,1.93,0.47,55.45,2.41,1.93,5,3,-2,6.06,88.89,94.95
"N.J",2015-10-09,1,60,32,44,-12,42.11,32,44,1,3,-2,25,1,3,1.45,1.94,-0.48,42.85,1.45,1.94,4,4,0,4.76,90,94.76
"N.J",2015-10-10,1,60,51,54,-3,48.57,51,54,3,5,-2,37.5,3,5,2.09,3.52,-1.43,37.22,2.09,3.52,6,4,-2,12,81.48,93.48
"N.J",2015-10-13,1,60,33,38,-5,46.48,33,38,1,3,-2,25,1,3,1.45,3.21,-1.76,31.1,1.45,3.21,2,2,0,4.35,85,89.35
"N.J",2015-10-16,1,65,47,46,1,50.54,43.38,42.46,1,1,0,50,0.92,0.92,2.11,2.84,-0.74,42.54,1.94,2.62,3,7,4,3.12,97.06,100.18
