"Team","Date","GP","TOI","CF","CA","C+/-","CF%","CF/60","CA/60","GF","GA","G+/-","GF%","GF/60","GA/60","xGF","xGA","xG+/-","xGF%","xGF/60","xGA/60","PENT","PEND","P+/-","Sh%","Sv%","PDO","OZS","NZS","DZS","OZS%","DZS%","NZS%","ZSR","FOW","FOL","FO%","GVA","TKA","GVA/60","TKA/60","HF","HA","H+/-","HF/60","HA/60","FSh%","FSv%","xFSh%","xFSv%","dFSh%","dFSv%","xPDO","dPDO","FF","FA","F+/-","FF%","FF/60","FA/60","SF","SA","S+/-","SF%","SF/60","SA/60","PENT/60","PEND/60"
"VAN",2013-12-14,1,60,50,72,-22,40.98,50,72,6,2,4,75,6,2,2.47,3.59,-1.12,40.78,2.47,3.59,5,4,-1,20,95.12,115.12,15,25,29,21.74,42.03,36.23,0.34,36,33,52.17,7,5,7,5,13,19,-6,13,19,17.14,96.23,7.06,93.23,10.08,3,100.29,14.83,35,53,-18,39.77,35,53,30,41,-11,42.25,30,41,5,4
"VAN",2013-12-17,1,65,50,60,-10,45.45,46.15,55.38,2,2,0,50,1.85,1.85,1.8,1.78,0.02,50.34,1.66,1.64,3,3,0,6.45,93.75,100.2,20,19,23,32.26,37.1,30.65,0.47,30,32,48.39,1,8,0.92,7.38,13,14,-1,12,12.92,4.88,95.35,4.4,95.86,0.48,-0.51,100.26,-0.06,41,43,-2,48.81,37.85,39.69,31,32,-1,49.21,28.62,29.54,2.77,2.77
"VAN",2013-12-19,1,60,56,54,2,50.91,56,54,1,4,-3,20,1,4,2.33,2.04,0.29,53.32,2.33,2.04,5,3,-2,3.57,84.62,88.19,14,15,22,27.45,43.14,29.41,0.39,28,23,54.9,7,4,7,4,25,20,5,25,20,2.33,89.19,5.43,94.48,-3.1,-5.29,99.9,-11.72,43,37,6,53.75,43,37,28,26,2,51.85,28,26,5,3
"VAN",2013-12-20,1,65,50,48,2,51.02,46.15,44.31,2,2,0,50,1.85,1.85,2.64,2.6,0.05,50.43,2.44,2.4,4,4,0,8.33,92.31,100.64,15,20,14,30.61,28.57,40.82,0.52,25,24,51.02,2,2,1.85,1.85,32,19,13,29.54,17.54,5.41,94.44,7.14,92.79,-1.73,1.66,99.93,0.71,37,36,1,50.68,34.15,33.23,24,26,-2,48,22.15,24,3.69,3.69
"VAN",2013-12-22,1,60,52,49,3,51.49,52,49,2,1,1,66.67,2,1,1.65,1.79,-0.14,47.92,1.65,1.79,2,4,2,8,95.45,103.45,11,19,24,20.37,44.44,35.19,0.31,26,28,48.15,12,5,12,5,11,22,-11,11,22,6.25,96.3,5.15,93.37,1.1,2.93,98.52,4.94,32,27,5,54.24,32,27,25,22,3,53.19,25,22,2,4
"VAN",2013-12-29,1,60,51,41,10,55.43,51,41,2,0,2,100,2,0,2.93,1.41,1.52,67.55,2.93,1.41,2,3,1,6.9,100,106.9,22,19,16,38.6,28.07,33.33,0.58,28,29,49.12,10,4,10,4,9,22,-13,9,22,5,100,7.34,94.58,-2.34,5.42,101.91,4.98,40,26,14,60.61,40,26,29,18,11,61.7,29,18,2,3
"VAN",2013-12-30,1,65,70,49,21,58.82,64.62,45.23,3,3,0,50,2.77,2.77,3.57,2.03,1.54,63.77,3.29,1.87,3,5,2,6.82,88.89,95.71,24,23,24,33.8,33.8,32.39,0.5,37,34,52.11,10,6,9.23,5.54,9,13,-4,8.31,12,5.45,91.18,6.49,94.04,-1.03,-2.86,100.53,-4.82,55,34,21,61.8,50.77,31.38,44,27,17,61.97,40.62,24.92,2.77,4.62
"VAN",2014-01-01,1,60,61,57,4,51.69,61,57,2,4,-2,33.33,2,4,2.45,2.21,0.24,52.63,2.45,2.21,3,2,-1,6.67,87.88,94.55,18,26,19,28.57,30.16,41.27,0.49,35,28,55.56,4,7,4,7,19,9,10,19,9,3.92,90.48,4.81,94.75,-0.89,-4.27,99.55,-5.01,51,42,9,54.84,51,42,30,33,-3,47.62,30,33,3,2
"VAN",2014-01-04,1,60,48,74,-26,39.34,48,74,1,3,-2,25,1,3,2.36,3.56,-1.2,39.83,2.36,3.56,3,4,1,3.57,93.88,97.45,19,17,25,31.15,40.98,27.87,0.43,25,36,40.98,6,4,6,4,21,30,-9,21,30,2.56,95.08,6.05,94.16,-3.48,0.92,100.21,-2.76,39,61,-22,39,39,61,28,49,-21,36.36,28,49,3,4
"VAN",2014-01-05,1,64.97,44,90,-46,32.84,40.64,83.12,3,4,-1,42.86,2.77,3.69,1.94,4.5,-2.56,30.13,1.79,4.16,4,4,0,15,91.84,106.84,14,26,33,19.18,45.21,35.62,0.3,36,37,49.32,8,3,7.39,2.77,30,42,-12,27.71,38.79,7.89,94.12,5.1,93.38,2.79,0.73,98.49,8.35,38,68,-30,35.85,35.09,62.8,20,49,-29,28.99,18.47,45.25,3.69,3.69
"VAN",2014-01-07,1,65,57,62,-5,47.9,52.62,57.23,4,4,0,50,3.69,3.69,2.39,3.47,-1.08,40.77,2.2,3.2,2,2,0,15.38,88.57,103.96,18,23,23,28.12,35.94,35.94,0.44,34,30,53.12,5,7,4.62,6.46,36,25,11,33.23,23.08,9.3,92,5.56,93.06,3.75,-1.06,98.62,5.34,43,50,-7,46.24,39.69,46.15,26,35,-9,42.62,24,32.31,1.85,1.85
"VAN",2014-01-10,1,60,47,58,-11,44.76,47,58,2,1,1,66.67,2,1,0.98,2.67,-1.69,26.8,0.98,2.67,1,2,1,9.09,96.77,105.87,18,20,24,29.03,38.71,32.26,0.43,37,25,59.68,6,4,6,4,14,19,-5,14,19,6.67,97.56,3.25,93.5,3.41,4.06,96.75,9.11,30,41,-11,42.25,30,41,22,31,-9,41.51,22,31,1,2
"VAN",2014-01-13,1,60,44,46,-2,48.89,44,46,0,1,-1,0,0,1,1.56,2.56,-1,37.82,1.56,2.56,14,9,-5,0,95,95,12,13,16,29.27,39.02,31.71,0.43,26,15,63.41,5,0,5,0,34,31,3,34,31,0,96.77,4.45,91.75,-4.45,5.03,96.19,-1.19,35,31,4,53.03,35,31,28,20,8,58.33,28,20,14,9
"VAN",2014-01-15,1,60,62,80,-18,43.66,62,80,1,9,-8,10,1,9,2.68,6.71,-4.04,28.51,2.68,6.71,16,6,-10,3.12,79.55,82.67,18,23,32,24.66,43.84,31.51,0.36,37,36,50.68,10,4,10,4,26,25,1,26,25,2.08,85.94,5.58,89.51,-3.49,-3.57,95.09,-12.42,48,64,-16,42.86,48,64,32,44,-12,42.11,32,44,16,6
"VAN",2014-01-16,1,60,55,55,0,50,55,55,0,1,-1,0,0,1,2.4,2.44,-0.04,49.59,2.4,2.44,10,11,1,0,95.65,95.65,20,14,24,34.48,41.38,24.14,0.45,28,30,48.28,7,2,7,2,18,24,-6,18,24,0,97.62,5.33,94.19,-5.33,3.43,99.52,-3.87,45,42,3,51.72,45,42,29,23,6,55.77,29,23,10,11
"VAN",2014-01-18,1,65,59,60,-1,49.58,54.46,55.38,2,2,0,50,1.85,1.85,2.19,2.45,-0.27,47.14,2.02,2.27,19,19,0,6.06,93.94,100,16,16,21,30.19,39.62,30.19,0.43,25,28,47.17,9,3,8.31,2.77,20,13,7,18.46,12,4.65,95.56,5.09,94.55,-0.44,1.01,99.64,0.36,43,45,-2,48.86,39.69,41.54,33,33,0,50,30.46,30.46,17.54,17.54
"VAN",2014-01-21,1,60,56,53,3,51.38,56,53,2,1,1,66.67,2,1,2.29,2.35,-0.07,49.29,2.29,2.35,5,5,0,7.41,96.55,103.96,22,18,20,36.67,33.33,30,0.52,24,36,40,11,6,11,6,13,28,-15,13,28,4.65,97.44,5.32,93.97,-0.67,3.47,99.29,4.67,43,39,4,52.44,43,39,27,29,-2,48.21,27,29,5,5
"VAN",2014-01-23,1,60,64,45,19,58.72,64,45,1,2,-1,33.33,1,2,2.31,1.7,0.61,57.6,2.31,1.7,4,6,2,2.94,92.31,95.25,17,16,14,36.17,29.79,34.04,0.55,29,18,61.7,3,4,3,4,15,20,-5,15,20,2.22,94.12,5.13,95,-2.91,-0.89,100.13,-4.88,45,34,11,56.96,45,34,34,26,8,56.67,34,26,4,6
"VAN",2014-01-26,1,62.25,61,51,10,54.46,58.8,49.16,5,4,1,55.56,4.82,3.86,3.22,2.81,0.42,53.46,3.11,2.71,6,5,-1,20,87.88,107.88,18,26,15,30.51,25.42,44.07,0.55,27,32,45.76,7,7,6.75,6.75,16,22,-6,15.42,21.2,13.51,89.74,8.71,92.8,4.8,-3.06,101.52,6.36,37,39,-2,48.68,35.66,37.59,25,33,-8,43.1,24.1,31.81,5.78,4.82
"VAN",2014-01-27,1,60,54,48,6,52.94,54,48,2,4,-2,33.33,2,4,2.37,3.18,-0.81,42.7,2.37,3.18,4,3,-1,7.41,80,87.41,19,26,21,28.79,31.82,39.39,0.48,36,30,54.55,5,11,5,11,24,23,1,24,23,5.41,86.67,6.4,89.41,-1,-2.74,95.81,-8.4,37,30,7,55.22,37,30,27,20,7,57.45,27,20,4,3
"VAN",2014-01-29,1,60,72,74,-2,49.32,72,74,2,5,-3,28.57,2,5,2.19,4.04,-1.85,35.15,2.19,4.04,5,4,-1,6.45,87.5,93.95,16,22,25,25.4,39.68,34.92,0.39,40,23,63.49,8,11,8,11,24,12,12,24,12,4.88,91.53,5.34,93.15,-0.47,-1.62,98.49,-4.54,41,59,-18,41,41,59,31,40,-9,43.66,31,40,5,4
"VAN",2014-01-31,1,60,57,59,-2,49.14,57,59,3,4,-1,42.86,3,4,2.41,2.37,0.04,50.41,2.41,2.37,3,2,-1,11.54,88.24,99.77,6,20,14,15,35,50,0.3,20,20,50,13,6,13,6,25,32,-7,25,32,7.32,90.7,5.87,94.49,1.45,-3.79,100.36,-0.59,41,43,-2,48.81,41,43,26,34,-8,43.33,26,34,3,2
"VAN",2014-02-03,1,60,37,56,-19,39.78,37,56,0,2,-2,0,0,2,2.39,5.02,-2.63,32.24,2.39,5.02,4,7,3,0,93.33,93.33,22,16,26,34.38,40.62,25,0.46,33,31,51.56,2,4,2,4,24,20,4,24,20,0,95.65,7.46,89.1,-7.46,6.56,96.55,-3.22,32,46,-14,41.03,32,46,24,30,-6,44.44,24,30,4,7
"VAN",2014-02-04,1,60,67,63,4,51.54,67,63,1,3,-2,25,1,3,1.67,2.06,-0.39,44.8,1.67,2.06,3,2,-1,3.57,90.62,94.2,21,17,25,33.33,39.68,26.98,0.46,27,36,42.86,3,8,3,8,25,27,-2,25,27,2,93.75,3.34,95.71,-1.34,-1.96,99.05,-4.86,50,48,2,51.02,50,48,28,32,-4,46.67,28,32,3,2
"VAN",2014-02-06,1,60,74,52,22,58.73,74,52,2,5,-3,28.57,2,5,3.06,3.1,-0.04,49.66,3.06,3.1,3,5,2,4.55,82.76,87.3,30,23,16,43.48,23.19,33.33,0.65,36,33,52.17,8,6,8,6,29,21,8,29,21,3.64,86.84,5.56,91.84,-1.93,-5,97.4,-10.1,55,38,17,59.14,55,38,44,29,15,60.27,44,29,3,5
"VAN",2014-02-08,1,60,57,62,-5,47.9,57,62,1,3,-2,25,1,3,2.06,2.03,0.03,50.41,2.06,2.03,5,4,-1,3.03,87.5,90.53,28,18,18,43.75,28.12,28.12,0.61,29,35,45.31,6,6,6,6,37,41,-4,37,41,2.17,92.5,4.49,94.92,-2.31,-2.42,99.41,-8.88,46,40,6,53.49,46,40,33,24,9,57.89,33,24,5,4
"VAN",2014-02-26,1,60,58,52,6,52.73,58,52,1,0,1,100,1,0,3.93,1.73,2.2,69.4,3.93,1.73,3,4,1,2.86,100,102.86,18,13,25,32.14,44.64,23.21,0.42,30,26,53.57,9,6,9,6,18,31,-13,18,31,2.13,100,8.36,95.44,-6.23,4.56,103.8,-0.94,47,38,9,55.29,47,38,35,20,15,63.64,35,20,3,4
"VAN",2014-02-28,1,65,70,39,31,64.22,64.62,36,1,1,0,50,0.92,0.92,2.12,1.31,0.81,61.85,1.96,1.21,3,2,-1,3.23,95.65,98.88,19,12,18,38.78,36.73,24.49,0.51,23,26,46.94,6,5,5.54,4.62,35,25,10,32.31,23.08,2.22,96.97,4.72,96.03,-2.5,0.94,100.75,-1.87,45,33,12,57.69,41.54,30.46,31,23,8,57.41,28.62,21.23,2.77,1.85
"VAN",2014-03-02,1,60,52,47,5,52.53,52,47,2,4,-2,33.33,2,4,1.7,2.15,-0.45,44.18,1.7,2.15,6,6,0,6.45,85.71,92.17,24,18,23,36.92,35.38,27.69,0.51,36,29,55.38,4,8,4,8,25,17,8,25,17,5,89.74,4.25,94.5,0.75,-4.75,98.74,-6.58,40,39,1,50.63,40,39,31,28,3,52.54,31,28,6,6
"VAN",2014-03-04,1,60,59,60,-1,49.58,59,60,0,1,-1,0,0,1,1.57,2.99,-1.41,34.53,1.57,2.99,3,0,-3,0,96.88,96.88,11,23,23,19.3,40.35,40.35,0.32,30,27,52.63,6,1,6,1,25,33,-8,25,33,0,97.78,4.14,93.36,-4.14,4.41,97.51,-0.63,38,45,-7,45.78,38,45,23,32,-9,41.82,23,32,3,0
"VAN",2014-03-06,1,60,63,48,15,56.76,63,48,1,6,-5,14.29,1,6,2.79,2.86,-0.07,49.41,2.79,2.86,6,6,0,3.03,72.73,75.76,24,29,14,35.82,20.9,43.28,0.63,37,30,55.22,4,11,4,11,20,16,4,20,16,2.13,80.65,5.94,90.77,-3.82,-10.13,96.72,-20.96,47,31,16,60.26,47,31,33,22,11,60,33,22,6,6
"VAN",2014-03-08,1,60,62,70,-8,46.97,62,70,2,1,1,66.67,2,1,2.19,2.43,-0.23,47.49,2.19,2.43,6,2,-4,14.29,95.65,109.94,17,14,27,29.31,46.55,24.14,0.39,32,26,55.17,9,7,9,7,18,18,0,18,18,6.67,97.37,7.31,93.62,-0.64,3.75,100.93,9.01,30,38,-8,44.12,30,38,14,23,-9,37.84,14,23,6,2
"VAN",2014-03-10,1,60,50,57,-7,46.73,50,57,4,7,-3,36.36,4,7,2.77,3.41,-0.64,44.79,2.77,3.41,8,4,-4,16.67,75,91.67,17,20,22,28.81,37.29,33.9,0.44,32,27,54.24,13,5,13,5,20,31,-11,20,31,10.81,82.5,7.49,91.46,3.32,-8.96,98.95,-7.28,37,40,-3,48.05,37,40,24,28,-4,46.15,24,28,8,4
"VAN",2014-03-12,1,65,61,65,-4,48.41,56.31,60,2,2,0,50,1.85,1.85,3.1,3.05,0.05,50.4,2.86,2.82,7,7,0,6.06,94.12,100.18,26,21,28,34.67,37.33,28,0.48,39,36,52,9,8,8.31,7.38,25,41,-16,23.08,37.85,4.26,95.74,6.6,93.51,-2.34,2.24,100.1,0.07,47,47,0,50,43.38,43.38,33,34,-1,49.25,30.46,31.38,6.46,6.46
"VAN",2014-03-14,1,60,74,49,25,60.16,74,49,3,4,-1,42.86,3,4,2.71,2.13,0.58,56.01,2.71,2.13,4,5,1,7.32,80.95,88.27,24,21,13,41.38,22.41,36.21,0.65,23,35,39.66,7,8,7,8,26,23,3,26,23,5.77,89.19,5.21,94.25,0.56,-5.06,99.46,-11.19,52,37,15,58.43,52,37,41,21,20,66.13,41,21,4,5
"VAN",2014-03-16,1,65,63,57,6,52.5,58.15,52.62,3,3,0,50,2.77,2.77,2.71,2.53,0.18,51.73,2.51,2.34,5,6,1,9.38,89.66,99.03,28,20,20,41.18,29.41,29.41,0.58,33,35,48.53,4,5,3.69,4.62,29,38,-9,26.77,35.08,5.77,93.02,5.22,94.11,0.55,-1.09,99.33,-0.3,52,43,9,54.74,48,39.69,32,29,3,52.46,29.54,26.77,4.62,5.54
"VAN",2014-03-17,1,60,56,58,-2,49.12,56,58,3,4,-1,42.86,3,4,3.34,2.74,0.6,54.94,3.34,2.74,5,4,-1,10.71,86.67,97.38,17,21,17,30.91,30.91,38.18,0.5,27,28,49.09,6,4,6,4,24,16,8,24,16,7.14,90.7,7.95,93.63,-0.81,-2.93,101.58,-4.2,42,43,-1,49.41,42,43,28,30,-2,48.28,28,30,5,4
"VAN",2014-03-19,1,60,43,48,-5,47.25,43,48,2,0,2,100,2,0,1.32,1.47,-0.16,47.19,1.32,1.47,4,1,-3,9.09,100,109.09,15,10,20,33.33,44.44,22.22,0.43,19,26,42.22,6,6,6,6,26,20,6,26,20,6.06,100,3.99,96.01,2.07,3.99,100.01,9.08,33,37,-4,47.14,33,37,22,30,-8,42.31,22,30,4,1
"VAN",2014-03-23,1,60,79,42,37,65.29,79,42,4,2,2,66.67,4,2,3.42,1.2,2.21,73.95,3.42,1.2,2,2,0,11.11,88.89,100,23,20,15,39.66,25.86,34.48,0.61,31,27,53.45,5,11,5,11,22,20,2,22,20,6.67,92.59,5.69,95.54,0.97,-2.95,101.24,-1.24,60,27,33,68.97,60,27,36,18,18,66.67,36,18,2,2
"VAN",2014-03-26,1,60,39,60,-21,39.39,39,60,5,2,3,71.43,5,2,0.96,2.67,-1.71,26.4,0.96,2.67,5,3,-2,26.32,93.55,119.86,8,19,27,14.81,50,35.19,0.23,27,27,50,2,6,2,6,15,16,-1,15,16,17.24,95.24,3.3,93.64,13.94,1.6,96.94,22.92,29,42,-13,40.85,29,42,19,31,-12,38,19,31,5,3
"VAN",2014-03-27,1,60.92,62,48,14,56.36,61.07,47.28,2,3,-1,40,1.97,2.95,1.96,2.29,-0.33,46.15,1.93,2.26,4,6,2,6.45,89.29,95.74,26,18,17,42.62,27.87,29.51,0.6,31,30,50.82,5,15,4.92,14.77,21,32,-11,20.68,31.52,4.76,91.43,4.68,93.45,0.09,-2.02,98.13,-2.39,42,35,7,54.55,41.37,34.47,31,28,3,52.54,30.53,27.58,3.94,5.91
"VAN",2014-03-29,1,60,60,44,16,57.69,60,44,1,5,-4,16.67,1,5,2.58,2.3,0.28,52.92,2.58,2.3,7,5,-2,3.12,76.19,79.32,30,20,21,42.25,29.58,28.17,0.59,36,35,50.7,7,9,7,9,24,20,4,24,20,2.17,84.38,5.62,92.81,-3.44,-8.44,98.43,-19.12,46,32,14,58.97,46,32,32,21,11,60.38,32,21,7,5
"VAN",2014-04-01,1,60,58,50,8,53.7,58,50,1,3,-2,25,1,3,1.97,3.19,-1.21,38.24,1.97,3.19,4,2,-2,2.86,90.32,93.18,27,15,14,48.21,25,26.79,0.66,34,22,60.71,3,8,3,8,22,15,7,22,15,2.27,92.5,4.49,92.03,-2.21,0.47,96.52,-3.34,44,40,4,52.38,44,40,35,31,4,53.03,35,31,4,2
"VAN",2014-04-05,1,60,73,55,18,57.03,73,55,2,1,1,66.67,2,1,4.38,2.34,2.04,65.15,4.38,2.34,3,6,3,5,96.15,101.15,30,12,26,44.12,38.24,17.65,0.54,39,29,57.35,5,12,5,12,28,30,-2,28,30,3.77,97.67,8.26,94.55,-4.49,3.12,102.82,-1.66,53,43,10,55.21,53,43,40,26,14,60.61,40,26,3,6
"VAN",2014-04-07,1,60,61,40,21,60.4,61,40,0,3,-3,0,0,3,2.68,1.9,0.78,58.52,2.68,1.9,3,5,2,0,86.96,86.96,16,16,19,31.37,37.25,31.37,0.46,28,23,54.9,10,10,10,10,22,17,5,22,17,0,89.66,6.88,93.44,-6.88,-3.79,100.32,-13.36,39,29,10,57.35,39,29,18,23,-5,43.9,18,23,3,5
"VAN",2014-04-10,1,60,68,51,17,57.14,68,51,2,4,-2,33.33,2,4,2.67,3.96,-1.29,40.3,2.67,3.96,6,2,-4,5,85.71,90.71,33,14,19,50,28.79,21.21,0.63,36,30,54.55,8,6,8,6,20,15,5,20,15,3.7,89.47,4.95,89.58,-1.25,-0.11,94.53,-3.82,54,38,16,58.7,54,38,40,28,12,58.82,40,28,6,2
"VAN",2014-04-12,1,60,78,54,24,59.09,78,54,2,5,-3,28.57,2,5,4.63,3.64,0.99,56,4.63,3.64,6,3,-3,4.76,77.27,82.03,18,13,20,35.29,39.22,25.49,0.47,25,26,49.02,12,7,12,7,12,12,0,12,12,3.64,87.18,8.42,90.67,-4.78,-3.49,99.09,-17.05,55,39,16,58.51,55,39,42,22,20,65.62,42,22,6,3
"VAN",2014-04-13,1,60,60,45,15,57.14,60,45,5,1,4,83.33,5,1,2.62,1.58,1.05,62.46,2.62,1.58,3,4,1,21.74,95.45,117.19,16,17,11,36.36,25,38.64,0.59,26,18,59.09,8,3,8,3,14,15,-1,14,15,13.51,96.88,7.08,95.08,6.43,1.8,102.16,15.03,37,32,5,53.62,37,32,23,22,1,51.11,23,22,3,4
"VAN",2014-10-08,1,60,50,45,5,52.63,50,45,4,2,2,66.67,4,2,3.45,1.86,1.59,64.99,3.45,1.86,6,5,-1,12.12,92,104.12,24,22,24,34.29,34.29,31.43,0.5,27,43,38.57,7,4,7,4,16,32,-16,16,32,10.26,93.75,8.85,94.19,1.4,-0.44,103.04,1.08,39,32,7,54.93,39,32,33,25,8,56.9,33,25,6,5
"VAN",2014-10-11,1,65,75,49,26,60.48,69.23,45.23,4,4,0,50,3.69,3.69,4.01,2.18,1.83,64.75,3.7,2.01,4,8,4,9.3,86.21,95.51,28,26,21,37.33,28,34.67,0.57,41,34,54.67,8,5,7.38,4.62,30,23,7,27.69,21.23,6.35,89.74,6.36,94.4,-0.02,-4.66,100.77,-5.26,63,39,24,61.76,58.15,36,43,29,14,59.72,39.69,26.77,3.69,7.38
"VAN",2014-10-17,1,60,56,58,-2,49.12,56,58,2,0,2,100,2,0,2.37,2.22,0.15,51.58,2.37,2.22,4,3,-1,6.67,100,106.67,27,20,21,39.71,30.88,29.41,0.56,31,37,45.59,11,13,11,13,19,22,-3,19,22,5.13,100,6.06,94.31,-0.94,5.69,100.37,6.29,39,39,0,50,39,39,30,28,2,51.72,30,28,4,3
"VAN",2014-10-18,1,60,58,40,18,59.18,58,40,2,4,-2,33.33,2,4,3.43,4.26,-0.83,44.58,3.43,4.26,7,8,1,6.25,83.33,89.58,30,19,16,46.15,24.62,29.23,0.65,30,35,46.15,6,3,6,3,11,20,-9,11,20,5,87.1,8.57,86.25,-3.57,0.84,94.82,-5.24,40,31,9,56.34,40,31,32,24,8,57.14,32,24,7,8
"VAN",2014-10-21,1,60,69,47,22,59.48,69,47,3,6,-3,33.33,3,6,6.31,2.69,3.62,70.09,6.31,2.69,6,4,-2,6.52,78.57,85.09,21,28,21,30,30,40,0.5,30,40,42.86,5,13,5,13,18,17,1,18,17,5.08,83.78,10.69,92.73,-5.6,-8.94,103.42,-18.32,59,37,22,61.46,59,37,46,28,18,62.16,46,28,6,4
"VAN",2014-10-23,1,60,40,67,-27,37.38,40,67,4,1,3,80,4,1,2.31,2.74,-0.43,45.7,2.31,2.74,7,4,-3,17.39,96.88,114.27,15,17,21,28.3,39.62,32.08,0.42,22,31,41.51,3,10,3,10,9,22,-13,9,22,12.12,97.73,7,93.76,5.12,3.96,100.76,13.5,33,44,-11,42.86,33,44,23,32,-9,41.82,23,32,7,4
"VAN",2014-10-24,1,60,47,67,-20,41.23,47,67,3,7,-4,30,3,7,1.8,4.26,-2.46,29.67,1.8,4.26,8,6,-2,10.34,85.42,95.76,15,25,24,23.44,37.5,39.06,0.38,29,35,45.31,3,10,3,10,21,18,3,21,18,7.69,88.14,4.61,92.77,3.08,-4.64,97.39,-1.62,39,59,-20,39.8,39,59,29,48,-19,37.66,29,48,8,6
"VAN",2014-10-26,1,60,52,50,2,50.98,52,50,4,2,2,66.67,4,2,4.76,2.11,2.65,69.32,4.76,2.11,2,5,3,11.76,90.91,102.67,19,21,21,31.15,34.43,34.43,0.48,31,30,50.82,13,10,13,10,20,25,-5,20,25,9.3,94.59,11.07,94.31,-1.77,0.29,105.38,-2.7,43,37,6,53.75,43,37,34,22,12,60.71,34,22,2,5
"VAN",2014-10-28,1,60,46,51,-5,47.42,46,51,4,1,3,80,4,1,3.32,2.32,0.99,58.81,3.32,2.32,4,4,0,16,96.67,112.67,11,16,25,21.15,48.08,30.77,0.31,23,29,44.23,2,9,2,9,23,21,2,23,21,10.81,97.14,8.97,93.36,1.84,3.78,102.33,10.34,37,35,2,51.39,37,35,25,30,-5,45.45,25,30,4,4
"VAN",2014-10-30,1,62.75,60,49,11,55.05,57.37,46.85,3,2,1,60,2.87,1.91,2.76,2.15,0.61,56.25,2.64,2.05,3,2,-1,10,92,102,28,20,19,41.79,28.36,29.85,0.6,30,37,44.78,12,8,11.47,7.65,19,16,3,18.17,15.3,6.67,94.44,6.13,94.04,0.54,0.4,100.17,1.83,45,36,9,55.56,43.03,34.42,30,25,5,54.55,28.69,23.9,2.87,1.91
"VAN",2014-11-01,1,60,50,48,2,51.02,50,48,3,2,1,60,3,2,3.12,1.96,1.16,61.43,3.12,1.96,3,3,0,10,92.59,102.59,10,20,17,21.28,36.17,42.55,0.37,25,22,53.19,9,5,9,5,28,27,1,28,27,6.98,94.59,7.25,94.71,-0.27,-0.11,101.96,0.63,43,37,6,53.75,43,37,30,27,3,52.63,30,27,3,3
"VAN",2014-11-02,1,60,55,56,-1,49.55,55,56,1,3,-2,25,1,3,1.77,2.44,-0.68,41.97,1.77,2.44,5,4,-1,3.7,90.91,94.61,25,18,20,39.68,31.75,28.57,0.56,34,29,53.97,14,8,14,8,17,19,-2,17,19,2.44,92.5,4.31,93.89,-1.87,-1.39,98.2,-3.59,41,40,1,50.62,41,40,27,33,-6,45,27,33,5,4
"VAN",2014-11-04,1,60,71,41,30,63.39,71,41,5,2,3,71.43,5,2,3.41,1.2,2.21,73.94,3.41,1.2,5,4,-1,13.51,90.91,104.42,21,20,17,36.21,29.31,34.48,0.55,29,29,50,0,5,0,5,11,18,-7,11,18,10.64,93.1,7.25,95.86,3.39,-2.76,103.11,1.31,47,29,18,61.84,47,29,37,22,15,62.71,37,22,5,4
"VAN",2014-11-06,1,60,23,79,-56,22.55,23,79,3,2,1,60,3,2,1.09,4.99,-3.89,17.99,1.09,4.99,5,2,-3,15.79,94.44,110.23,18,21,34,24.66,46.58,28.77,0.35,36,37,49.32,12,8,12,8,25,32,-7,25,32,15,96.3,5.47,90.76,9.53,5.53,96.24,14,20,54,-34,27.03,20,54,19,36,-17,34.55,19,36,5,2
"VAN",2014-11-08,1,60,37,60,-23,38.14,37,60,1,5,-4,16.67,1,5,1.55,2.95,-1.41,34.39,1.55,2.95,3,5,2,5.26,86.11,91.37,11,27,19,19.3,33.33,47.37,0.37,28,29,49.12,10,1,10,1,21,16,5,21,16,3.57,90.57,5.53,94.43,-1.96,-3.86,99.96,-8.58,28,53,-25,34.57,28,53,19,36,-17,34.55,19,36,3,5
"VAN",2014-11-09,1,59.97,62,55,7,52.99,62.03,55.03,1,1,0,50,1,1,2.64,2.05,0.59,56.3,2.64,2.05,4,6,2,2.94,95.45,98.4,28,19,18,43.08,27.69,29.23,0.61,32,33,49.23,12,5,12.01,5,21,28,-7,21.01,28.02,2.04,97.22,5.39,94.31,-3.35,2.91,99.69,-1.3,49,36,13,57.65,49.03,36.02,34,22,12,60.71,34.02,22.01,4,6
"VAN",2014-11-11,1,64.08,57,42,15,57.58,53.37,39.32,4,3,1,57.14,3.75,2.81,2.62,1.56,1.06,62.7,2.45,1.46,1,2,1,10.81,87.5,98.31,23,22,16,37.7,26.23,36.07,0.59,31,30,50.82,12,8,11.24,7.49,18,28,-10,16.85,26.22,8.51,89.66,5.57,94.63,2.94,-4.98,100.2,-1.89,47,29,18,61.84,44.01,27.15,37,24,13,60.66,34.64,22.47,0.94,1.87
"VAN",2014-11-14,1,60,70,42,28,62.5,70,42,0,5,-5,0,0,5,1.89,2.13,-0.24,47.03,1.89,2.13,6,5,-1,0,78.26,78.26,27,23,18,39.71,26.47,33.82,0.6,31,37,45.59,11,4,11,4,24,21,3,24,21,0,85.29,4.03,93.73,-4.03,-8.44,97.76,-19.5,47,34,13,58.02,47,34,35,23,12,60.34,35,23,6,5
